DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/18/2013,8:00,QUEENS,11354,40.7647053,-73.8109934,"(40.7647053, -73.8109934)",NORTHERN BOULEVARD              ,154 STREET                      ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,252623,VAN,PASSENGER VEHICLE,,,
10/17/2013,17:00,QUEENS,11354,40.7596798,-73.8323482,"(40.7596798, -73.8323482)",39 AVENUE                       ,PRINCE STREET                   ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,252617,BUS,BUS,,,
10/16/2013,9:30,QUEENS,11354,40.7627471,-73.8332862,"(40.7627471, -73.8332862)",NORTHERN BOULEVARD              ,PRINCE STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,252599,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/16/2013,9:45,QUEENS,11354,40.775095,-73.8466287,"(40.775095, -73.8466287)",COLLEGE POINT BOULEVARD         ,GRAHAM COURT                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,252611,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2013,13:00,QUEENS,11354,40.7737796,-73.8196508,"(40.7737796, -73.8196508)",147 STREET                      ,27 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252585,OTHER,UNKNOWN,,,
10/15/2013,14:00,QUEENS,11354,40.7595695,-73.8301393,"(40.7595695, -73.8301393)",ROOSEVELT AVENUE                ,MAIN STREET                     ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,252589,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2013,15:30,QUEENS,11354,40.7581413,-73.8351603,"(40.7581413, -73.8351603)",ROOSEVELT AVENUE                ,JANET PLACE                     ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,252590,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2013,17:15,QUEENS,11354,40.7681682,-73.8242112,"(40.7681682, -73.8242112)",33 AVENUE                       ,PARSONS BOULEVARD               ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,252596,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/13/2013,16:31,QUEENS,11354,40.7653631,-73.8278647,"(40.7653631, -73.8278647)",UNION STREET                    ,35 AVENUE                       ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,252566,TAXI,SPORT UTILITY / STATION WAGON,,,
10/13/2013,17:30,QUEENS,11354,40.7685591,-73.821405,"(40.7685591, -73.821405)",33 AVENUE                       ,146 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252576,PASSENGER VEHICLE,VAN,,,
10/13/2013,20:20,QUEENS,11354,40.7624202,-73.8275149,"(40.7624202, -73.8275149)",UNION STREET                    ,37 AVENUE                       ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,252567,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/13/2013,3:10,QUEENS,11354,40.7631517,-73.8126006,"(40.7631517, -73.8126006)",MURRAY STREET                   ,41 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252562,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/13/2013,5:13,QUEENS,11354,40.7700086,-73.8112563,"(40.7700086, -73.8112563)",32 AVENUE                       ,153 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,252559,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/13/2013,8:30,QUEENS,11354,40.7627471,-73.8332862,"(40.7627471, -73.8332862)",PRINCE STREET                   ,NORTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252560,PASSENGER VEHICLE,UNKNOWN,,,
10/13/2013,9:30,QUEENS,11354,40.7702464,-73.8157288,"(40.7702464, -73.8157288)",150 STREET                      ,32 AVENUE                       ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,Unspecified,,,252558,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/12/2013,15:30,QUEENS,11354,40.7646997,-73.8230218,"(40.7646997, -73.8230218)",,,R/O 144-22 NORTHERN BLVD                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252555,PASSENGER VEHICLE,UNKNOWN,,,
10/12/2013,16:00,QUEENS,11354,40.7644548,-73.831773,"(40.7644548, -73.831773)",FARRINGTON STREET               ,35 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252556,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/12/2013,17:00,QUEENS,11354,40.7664453,-73.8340315,"(40.7664453, -73.8340315)",33 AVENUE                       ,MILLER STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252552,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/11/2013,18:45,QUEENS,11354,40.7589625,-73.8298413,"(40.7589625, -73.8298413)",40 ROAD                         ,MAIN STREET                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252539,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/11/2013,18:50,QUEENS,11354,40.7715119,-73.8158589,"(40.7715119, -73.8158589)",150 STREET                      ,BAYSIDE AVENUE                  ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,252544,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/11/2013,22:30,QUEENS,11354,40.7634497,-73.8152927,"(40.7634497, -73.8152927)",ROOSEVELT AVENUE                ,149 PLACE                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,252601,PASSENGER VEHICLE,BICYCLE,,,
10/11/2013,8:50,QUEENS,11354,40.7649898,-73.8206673,"(40.7649898, -73.8206673)",NORTHERN BOULEVARD              ,146 STREET                      ,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,252536,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/10/2013,13:50,QUEENS,11354,40.7624202,-73.8275149,"(40.7624202, -73.8275149)",37 AVENUE                       ,UNION STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252515,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
10/10/2013,18:30,QUEENS,11354,40.7704501,-73.8342056,"(40.7704501, -73.8342056)",WHITESTONE EXPRESSWAY E SVC RD  ,FARRINGTON STREET               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252524,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/10/2013,21:00,QUEENS,11354,40.7631605,-73.8163873,"(40.7631605, -73.8163873)",ROOSEVELT AVENUE                ,149 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252529,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/09/2013,11:30,QUEENS,11354,40.7643772,-73.8100557,"(40.7643772, -73.8100557)",NORTHERN BOULEVARD              ,155 STREET                      ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,252508,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/09/2013,13:50,QUEENS,11354,40.7627471,-73.8332862,"(40.7627471, -73.8332862)",NORTHERN BOULEVARD              ,PRINCE STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252507,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/08/2013,10:00,QUEENS,11354,40.7713208,-73.8465399,"(40.7713208, -73.8465399)",122 STREET                      ,30 AVENUE                       ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,252493,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/08/2013,13:00,QUEENS,11354,40.770642,-73.8265658,"(40.770642, -73.8265658)",UNION STREET                    ,31 ROAD                         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252488,VAN,PASSENGER VEHICLE,,,
10/08/2013,14:38,QUEENS,11354,40.7639417,-73.8281463,"(40.7639417, -73.8281463)",NORTHERN BOULEVARD              ,UNION STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252499,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
10/07/2013,12:32,QUEENS,11354,40.7643501,-73.8259432,"(40.7643501, -73.8259432)",NORTHERN BOULEVARD              ,BOWNE STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252492,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/07/2013,14:11,QUEENS,11354,40.7672859,-73.8130041,"(40.7672859, -73.8130041)",34 AVENUE                       ,MURRAY STREET                   ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,252479,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/07/2013,1:40,QUEENS,11354,40.765057,-73.8129201,"(40.765057, -73.8129201)",NORTHERN BOULEVARD              ,MURRAY STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,252480,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/07/2013,20:45,QUEENS,11354,40.7602544,-73.8349204,"(40.7602544, -73.8349204)",37 AVENUE                       ,COLLEGE POINT BOULEVARD         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252483,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/06/2013,11:40,QUEENS,11354,40.7649898,-73.8206673,"(40.7649898, -73.8206673)",NORTHERN BOULEVARD              ,146 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,252477,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,PASSENGER VEHICLE,TAXI,
10/06/2013,13:00,QUEENS,11354,40.770137,-73.8265599,"(40.770137, -73.8265599)",BAYSIDE AVENUE                  ,UNION STREET                    ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,252476,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
10/06/2013,15:50,QUEENS,11354,40.7595695,-73.8301393,"(40.7595695, -73.8301393)",ROOSEVELT AVENUE                ,MAIN STREET                     ,,1,0,1,0,0,0,0,0,Unspecified,,,,,252472,VAN,,,,
10/06/2013,20:00,QUEENS,11354,40.7645841,-73.8158275,"(40.7645841, -73.8158275)",38 AVENUE                       ,149 PLACE                       ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,252473,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/06/2013,8:30,QUEENS,11354,40.7649898,-73.8206673,"(40.7649898, -73.8206673)",NORTHERN BOULEVARD              ,146 STREET                      ,,1,0,1,0,0,0,0,0,Unspecified,,,,,252475,SPORT UTILITY / STATION WAGON,,,,
10/05/2013,13:30,QUEENS,11354,40.7609937,-73.8244214,"(40.7609937, -73.8244214)",ROOSEVELT AVENUE                ,BOWNE STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252462,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/05/2013,23:35,QUEENS,11354,40.7595695,-73.8301393,"(40.7595695, -73.8301393)",MAIN STREET                     ,ROOSEVELT AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252471,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/04/2013,13:00,QUEENS,11354,40.7633822,-73.8302956,"(40.7633822, -73.8302956)",NORTHERN BOULEVARD              ,LINDEN PLACE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252446,PASSENGER VEHICLE,TAXI,,,
10/04/2013,13:25,QUEENS,11354,40.7589491,-73.8319096,"(40.7589491, -73.8319096)",ROOSEVELT AVENUE                ,PRINCE STREET                   ,,1,0,0,0,0,0,1,0,Prescription Medication,Unspecified,,,,252438,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/04/2013,18:25,QUEENS,11354,40.7643501,-73.8259432,"(40.7643501, -73.8259432)",NORTHERN BOULEVARD              ,BOWNE STREET                    ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,252435,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/04/2013,6:55,QUEENS,11354,40.7589491,-73.8319096,"(40.7589491, -73.8319096)",ROOSEVELT AVENUE                ,PRINCE STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252443,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/04/2013,7:30,QUEENS,11354,40.7647112,-73.8306857,"(40.7647112, -73.8306857)",LINDEN PLACE                    ,35 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,252429,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/03/2013,11:15,QUEENS,11354,40.7647053,-73.8109934,"(40.7647053, -73.8109934)",NORTHERN BOULEVARD              ,154 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,252413,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/03/2013,16:10,QUEENS,11354,40.7639417,-73.8281463,"(40.7639417, -73.8281463)",NORTHERN BOULEVARD              ,UNION STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252418,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/03/2013,17:00,QUEENS,11354,40.7642344,-73.8168248,"(40.7642344, -73.8168248)",149 STREET                      ,38 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,252412,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/03/2013,18:45,QUEENS,11354,40.7633822,-73.8302956,"(40.7633822, -73.8302956)",NORTHERN BOULEVARD              ,LINDEN PLACE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252432,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/02/2013,11:10,QUEENS,11354,40.7642344,-73.8168248,"(40.7642344, -73.8168248)",149 STREET                      ,38 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252406,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/02/2013,15:10,QUEENS,11354,40.7702464,-73.8157288,"(40.7702464, -73.8157288)",32 AVENUE                       ,150 STREET                      ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,252399,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/02/2013,16:00,QUEENS,11354,40.7633822,-73.8302956,"(40.7633822, -73.8302956)",NORTHERN BOULEVARD              ,LINDEN PLACE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252397,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/01/2013,14:13,QUEENS,11354,40.7601688,-73.8326104,"(40.7601688, -73.8326104)",PRINCE STREET                   ,38 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252410,SPORT UTILITY / STATION WAGON,TAXI,,,
10/01/2013,18:40,QUEENS,11354,40.7629537,-73.8319573,"(40.7629537, -73.8319573)",NORTHERN BOULEVARD              ,MAIN STREET                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252389,VAN,PASSENGER VEHICLE,,,
10/01/2013,22:30,QUEENS,11354,40.7610935,-73.8268686,"(40.7610935, -73.8268686)",UNION STREET                    ,39 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252388,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/01/2013,9:00,QUEENS,11354,40.7650882,-73.8370347,"(40.7650882, -73.8370347)",COLLEGE POINT BOULEVARD         ,34 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252385,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2013,15:19,QUEENS,11354,40.7658009,-73.8079579,"(40.7658009, -73.8079579)",35 AVENUE                       ,157 STREET                      ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,252366,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2013,19:30,QUEENS,11354,40.7700284,-73.8348962,"(40.7700284, -73.8348962)",WHITESTONE EXPRESSWAY E SVC RD  ,STRATTON STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252368,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
09/29/2013,19:45,QUEENS,11354,40.7651825,-73.8141327,"(40.7651825, -73.8141327)",NORTHERN BOULEVARD              ,150 PLACE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252359,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2013,22:30,QUEENS,11354,40.7602544,-73.8349204,"(40.7602544, -73.8349204)",37 AVENUE                       ,COLLEGE POINT BOULEVARD         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252365,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2013,6:00,QUEENS,11354,40.7613858,-73.8352858,"(40.7613858, -73.8352858)",COLLEGE POINT BOULEVARD         ,KING ROAD                       ,,2,0,0,0,0,0,2,0,Unspecified,,,,,252354,PASSENGER VEHICLE,,,,
09/28/2013,15:00,QUEENS,11354,40.7624202,-73.8275149,"(40.7624202, -73.8275149)",UNION STREET                    ,37 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252341,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/28/2013,16:15,QUEENS,11354,40.7715997,-73.8090604,"(40.7715997, -73.8090604)",29 AVENUE                       ,155 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252347,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/28/2013,17:46,QUEENS,11354,40.7589491,-73.8319096,"(40.7589491, -73.8319096)",ROOSEVELT AVENUE                ,PRINCE STREET                   ,,0,0,0,0,0,0,0,0,Other Electronic Device,Unspecified,,,,252346,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/28/2013,1:30,QUEENS,11354,40.7618909,-73.8296641,"(40.7618909, -73.8296641)",37 AVENUE                       ,138 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252337,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
09/28/2013,9:10,QUEENS,11354,40.7615472,-73.8311197,"(40.7615472, -73.8311197)",MAIN STREET                     ,37 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,252344,PASSENGER VEHICLE,BUS,,,
09/27/2013,13:33,QUEENS,11354,40.7595695,-73.8301393,"(40.7595695, -73.8301393)",MAIN STREET                     ,ROOSEVELT AVENUE                ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Driver Inattention/Distraction,,,,252327,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/27/2013,17:45,QUEENS,11354,40.7653551,-73.8173235,"(40.7653551, -73.8173235)",NORTHERN BOULEVARD              ,149 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252334,SMALL COM VEH(4 TIRES) ,TAXI,,,
09/27/2013,6:30,QUEENS,11354,40.764651,-73.823484,"(40.764651, -73.823484)",PARSONS BOULEVARD               ,NORTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,252320,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/27/2013,8:00,QUEENS,11354,40.7651388,-73.8194359,"(40.7651388, -73.8194359)",NORTHERN BOULEVARD              ,147 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252323,OTHER,OTHER,,,
09/26/2013,12:44,QUEENS,11354,40.763971,-73.8101038,"(40.763971, -73.8101038)",155 STREET                      ,ROOSEVELT AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252313,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/26/2013,17:30,QUEENS,11354,40.7643501,-73.8259432,"(40.7643501, -73.8259432)",NORTHERN BOULEVARD              ,BOWNE STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252318,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/26/2013,22:00,QUEENS,11354,40.7634497,-73.8152927,"(40.7634497, -73.8152927)",149 PLACE                       ,ROOSEVELT AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252309,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/25/2013,17:30,QUEENS,11354,40.7665705,-73.8314427,"(40.7665705, -73.8314427)",LINDEN PLACE                    ,34 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252296,VAN,PASSENGER VEHICLE,,,
09/25/2013,18:13,QUEENS,11354,40.7653631,-73.8278647,"(40.7653631, -73.8278647)",35 AVENUE                       ,UNION STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252295,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/25/2013,8:00,QUEENS,11354,40.7672859,-73.8130041,"(40.7672859, -73.8130041)",34 AVENUE                       ,MURRAY STREET                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,252291,PASSENGER VEHICLE,,,,
09/25/2013,9:20,QUEENS,11354,40.7653631,-73.8278647,"(40.7653631, -73.8278647)",35 AVENUE                       ,UNION STREET                    ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,252301,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,VAN,,
09/24/2013,16:15,QUEENS,11354,40.7636677,-73.8230246,"(40.7636677, -73.8230246)",37 AVENUE                       ,PARSONS BOULEVARD               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,252298,PASSENGER VEHICLE,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,
09/24/2013,23:15,QUEENS,11354,40.7589491,-73.8319096,"(40.7589491, -73.8319096)",ROOSEVELT AVENUE                ,PRINCE STREET                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,252288,PASSENGER VEHICLE,,,,
09/23/2013,11:00,QUEENS,11354,40.7716567,-73.8315165,"(40.7716567, -73.8315165)",137 STREET                      ,29 ROAD                         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252268,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/23/2013,13:00,QUEENS,11354,40.7583639,-73.8315357,"(40.7583639, -73.8315357)",PRINCE STREET                   ,40 ROAD                         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252269,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
09/23/2013,14:45,QUEENS,11354,40.7704501,-73.8342056,"(40.7704501, -73.8342056)",FARRINGTON STREET               ,WHITESTONE EXPRESSWAY           ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,252271,LARGE COM VEH(6 OR MORE TIRES),BUS,,,
09/23/2013,15:40,QUEENS,11354,40.7702901,-73.8173172,"(40.7702901, -73.8173172)",149 STREET                      ,32 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252275,PASSENGER VEHICLE,MOTORCYCLE,,,
09/23/2013,7:55,QUEENS,11354,40.764651,-73.823484,"(40.764651, -73.823484)",PARSONS BOULEVARD               ,NORTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252265,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/23/2013,9:20,QUEENS,11354,40.765057,-73.8129201,"(40.765057, -73.8129201)",NORTHERN BOULEVARD              ,MURRAY STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252370,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/22/2013,12:15,QUEENS,11354,40.7650931,-73.8290603,"(40.7650931, -73.8290603)",35 AVENUE                       ,LEAVITT STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252250,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/22/2013,17:00,QUEENS,11354,40.7690962,-73.8336602,"(40.7690962, -73.8336602)",FARRINGTON STREET               ,31 ROAD                         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252257,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/22/2013,17:55,QUEENS,11354,40.7583639,-73.8315357,"(40.7583639, -73.8315357)",PRINCE STREET                   ,40 ROAD                         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252259,LARGE COM VEH(6 OR MORE TIRES),BUS,,,
09/21/2013,10:00,QUEENS,11354,40.7675094,-73.8154187,"(40.7675094, -73.8154187)",150 STREET                      ,34 AVENUE                       ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,252249,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/21/2013,14:34,QUEENS,11354,40.7647053,-73.8109934,"(40.7647053, -73.8109934)",NORTHERN BOULEVARD              ,154 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252243,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/21/2013,17:54,QUEENS,11354,40.7633822,-73.8302956,"(40.7633822, -73.8302956)",NORTHERN BOULEVARD              ,LINDEN PLACE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252245,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/21/2013,19:40,QUEENS,11354,40.7665738,-73.8173887,"(40.7665738, -73.8173887)",149 STREET                      ,35 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252242,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/21/2013,23:00,QUEENS,11354,40.7741862,-73.8129775,"(40.7741862, -73.8129775)",MURRAY STREET                   ,26 AVENUE                       ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,252252,OTHER,PASSENGER VEHICLE,,,
09/20/2013,10:09,QUEENS,11354,40.7607946,-73.8307426,"(40.7607946, -73.8307426)",MAIN STREET                     ,38 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252219,OTHER,OTHER,,,
09/20/2013,0:01,QUEENS,11354,40.7585091,-73.8332427,"(40.7585091, -73.8332427)",,,R/O 133-35 ROOSEVELT AVE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,252218,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
