DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
11/30/2017,10:30,QUEENS,11354,40.76502,-73.82049,"(40.76502, -73.82049)",,,146-01    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3800183,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/30/2017,12:59,QUEENS,11354,40.76651,-73.81651,"(40.76651, -73.81651)",35 AVENUE                       ,149 PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3800546,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/30/2017,13:00,QUEENS,11354,,,,NORTHERN BOULEVARD              ,PRINCE STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3800550,FB,PASSENGER VEHICLE,,,
11/29/2017,0:00,QUEENS,11354,40.761772,-73.8215,"(40.761772, -73.8215)",,,144-48    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3799901,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/29/2017,5:10,QUEENS,11354,,,,PRINCE STREET                   ,NORTHERN BOULEVARD,,4,0,0,0,0,0,4,0,Pavement Defective,,,,,3799272,SPORT UTILITY / STATION WAGON,,,,
11/29/2017,9:30,QUEENS,11354,40.760994,-73.82443,"(40.760994, -73.82443)",BOWNE STREET                    ,ROOSEVELT AVENUE,,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,Unspecified,,,3799475,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,,
11/28/2017,9:00,QUEENS,11354,40.768257,-73.83603,"(40.768257, -73.83603)",,,31-25     DOWNING STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3800191,TK,,,,
11/28/2017,9:30,QUEENS,11354,40.770172,-73.83293,"(40.770172, -73.83293)",,,30-48     LINDEN PLACE                  ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3798853,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/27/2017,11:40,QUEENS,11354,40.765354,-73.81733,"(40.765354, -73.81733)",NORTHERN BOULEVARD              ,149 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,Unspecified,,,3798614,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
11/27/2017,16:15,QUEENS,11354,40.763424,-73.83016,"(40.763424, -73.83016)",LINDEN PLACE                    ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3798634,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/26/2017,13:09,QUEENS,11354,40.759842,-73.83186,"(40.759842, -73.83186)",,,135-23    39 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3797565,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/26/2017,4:00,QUEENS,11354,40.765057,-73.81293,"(40.765057, -73.81293)",NORTHERN BOULEVARD              ,MURRAY STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3797085,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/26/2017,9:15,QUEENS,11354,40.765354,-73.81733,"(40.765354, -73.81733)",NORTHERN BOULEVARD              ,149 STREET,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,3797552,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/25/2017,21:30,QUEENS,11354,40.75666,-73.83378,"(40.75666, -73.83378)",,,40-53     COLLEGE POINT BOULEVARD       ,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,3796848,BU,PASSENGER VEHICLE,,,
11/24/2017,13:45,QUEENS,11354,40.76189,-73.82967,"(40.76189, -73.82967)",138 STREET                      ,37 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3796859,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/24/2017,9:40,QUEENS,11354,40.76702,-73.82283,"(40.76702, -73.82283)",34 AVENUE                       ,145 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3796402,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/23/2017,3:50,QUEENS,11354,40.765167,-73.81906,"(40.765167, -73.81906)",,,147-44    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3796099,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/22/2017,23:30,QUEENS,11354,40.76848,-73.809494,"(40.76848, -73.809494)",33 AVENUE                       ,155 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3796100,SPORT UTILITY / STATION WAGON,TAXI,,,
11/22/2017,6:30,QUEENS,11354,40.76465,-73.823494,"(40.76465, -73.823494)",NORTHERN BOULEVARD              ,PARSONS BOULEVARD,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3795447,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/21/2017,20:55,QUEENS,11354,40.763744,-73.82893,"(40.763744, -73.82893)",,,137-58    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Reaction to Other Uninvolved Vehicle,,,,3795769,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
11/20/2017,11:03,QUEENS,11354,40.755875,-73.83616,"(40.755875, -73.83616)",,,131-07    40 ROAD                       ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3794269,SPORT UTILITY / STATION WAGON,,,,
11/20/2017,12:30,QUEENS,11354,40.76402,-73.80901,"(40.76402, -73.80901)",,,156-02    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3794201,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/20/2017,17:00,QUEENS,11354,40.77452,-73.81753,"(40.77452, -73.81753)",149 STREET                      ,26 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3794210,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/19/2017,10:10,QUEENS,11354,40.76376,-73.82894,"(40.76376, -73.82894)",,,137-61    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3793293,PASSENGER VEHICLE,,,,
11/19/2017,15:45,QUEENS,11354,40.766216,-73.81529,"(40.766216, -73.81529)",,,35-10     150 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3792921,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/18/2017,10:54,QUEENS,11354,40.76582,-73.81087,"(40.76582, -73.81087)",,,35-36     154 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3792554,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/18/2017,23:50,QUEENS,11354,40.765057,-73.81293,"(40.765057, -73.81293)",NORTHERN BOULEVARD              ,MURRAY STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3792987,TAXI,PASSENGER VEHICLE,,,
11/18/2017,7:05,QUEENS,11354,40.774986,-73.84358,"(40.774986, -73.84358)",,,25-69     125 STREET                    ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3792497,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/17/2017,12:11,QUEENS,11354,40.76316,-73.8164,"(40.76316, -73.8164)",149 STREET                      ,ROOSEVELT AVENUE,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3791893,SPORT UTILITY / STATION WAGON,,,,
11/17/2017,14:20,QUEENS,11354,40.76787,-73.82845,"(40.76787, -73.82845)",LEAVITT STREET                  ,33 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3792324,SPORT UTILITY / STATION WAGON,,,,
11/17/2017,1:10,QUEENS,11354,40.77365,-73.81532,"(40.77365, -73.81532)",150 STREET                      ,27 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3791616,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/16/2017,14:22,QUEENS,11354,40.75842,-73.833466,"(40.75842, -73.833466)",,,133-50    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3791447,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/16/2017,15:32,QUEENS,11354,40.765163,-73.81911,"(40.765163, -73.81911)",,,147-10    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3791617,PASSENGER VEHICLE,,,,
11/15/2017,18:50,QUEENS,11354,40.775913,-73.825836,"(40.775913, -73.825836)",UNION STREET                    ,25 ROAD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3790740,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/14/2017,11:30,QUEENS,11354,40.759056,-73.82989,"(40.759056, -73.82989)",,,40-17     MAIN STREET                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3789748,PICK-UP TRUCK,,,,
11/14/2017,13:42,QUEENS,11354,40.763958,-73.82814,"(40.763958, -73.82814)",NORTHERN BOULEVARD              ,UNION STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3789935,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/14/2017,14:00,QUEENS,11354,40.77163,-73.826584,"(40.77163, -73.826584)",UNION STREET                    ,29 ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3790180,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/14/2017,14:30,QUEENS,11354,40.767254,-73.83407,"(40.767254, -73.83407)",MILLER STREET                   ,32 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3790063,PICK-UP TRUCK,PASSENGER VEHICLE,,,
11/14/2017,22:00,QUEENS,11354,40.762974,-73.825325,"(40.762974, -73.825325)",BOWNE STREET                    ,37 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3790745,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/13/2017,0:00,QUEENS,11354,40.762978,-73.83198,"(40.762978, -73.83198)",MAIN STREET                     ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3789279,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/13/2017,13:02,QUEENS,11354,40.75843,-73.83349,"(40.75843, -73.83349)",,,133-35    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3789088,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/13/2017,22:30,QUEENS,11354,40.764145,-73.81564,"(40.764145, -73.81564)",,,38-32     149 PLACE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3789391,SPORT UTILITY / STATION WAGON,,,,
11/12/2017,10:15,QUEENS,11354,40.765057,-73.81293,"(40.765057, -73.81293)",MURRAY STREET                   ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3788425,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/12/2017,12:50,QUEENS,11354,40.762978,-73.83198,"(40.762978, -73.83198)",NORTHERN BOULEVARD              ,MAIN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3788689,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/12/2017,13:50,QUEENS,11354,40.763042,-73.81123,"(40.763042, -73.81123)",41 AVENUE                       ,154 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3788437,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/12/2017,14:15,QUEENS,11354,40.775974,-73.82779,"(40.775974, -73.82779)",WHITESTONE EXPRESSWAY           ,25 ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3788440,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/12/2017,15:00,QUEENS,11354,40.764706,-73.822975,"(40.764706, -73.822975)",,,144-50    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3788688,PASSENGER VEHICLE,,,,
11/11/2017,15:30,QUEENS,11354,40.77441,-73.84542,"(40.77441, -73.84542)",26 AVENUE                       ,123 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3787803,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/11/2017,16:20,QUEENS,11354,40.757183,-73.83396,"(40.757183, -73.83396)",COLLEGE POINT BOULEVARD         ,40 ROAD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3787820,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/10/2017,10:40,QUEENS,11354,40.765163,-73.81911,"(40.765163, -73.81911)",,,147-14    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,3787214,TK,,,,
11/10/2017,10:50,QUEENS,11354,40.76376,-73.82894,"(40.76376, -73.82894)",,,137-61    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3787215,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/10/2017,13:00,QUEENS,11354,40.769352,-73.83258,"(40.769352, -73.83258)",31 ROAD                         ,LINDEN PLACE,,0,0,0,0,0,0,0,0,,,,,,3787782,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/10/2017,20:00,QUEENS,11354,40.75732,-73.834015,"(40.75732, -73.834015)",,,40-24     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3787786,PICK-UP TRUCK,PASSENGER VEHICLE,,,
11/10/2017,8:15,QUEENS,11354,40.769493,-73.844315,"(40.769493, -73.844315)",,,124-04    31 AVENUE                     ,0,0,0,0,0,0,0,0,Cell Phone (hand-held),Unspecified,,,,3788684,TK,PASSENGER VEHICLE,,,
11/08/2017,10:30,QUEENS,11354,40.765636,-73.83108,"(40.765636, -73.83108)",,,34-50     LINDEN PLACE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3787687,TK,SPORT UTILITY / STATION WAGON,,,
11/08/2017,17:18,QUEENS,11354,40.75732,-73.834015,"(40.75732, -73.834015)",,,40-24     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3785923,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/08/2017,7:45,QUEENS,11354,40.765022,-73.82034,"(40.765022, -73.82034)",,,146-26    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3785814,PASSENGER VEHICLE,,,,
11/08/2017,8:30,QUEENS,11354,40.76657,-73.8174,"(40.76657, -73.8174)",149 STREET                      ,35 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3785952,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/07/2017,17:00,QUEENS,11354,40.771553,-73.81407,"(40.771553, -73.81407)",BAYSIDE AVENUE                  ,MURRAY LANE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3785272,SPORT UTILITY / STATION WAGON,,,,
11/07/2017,17:00,QUEENS,11354,,,,35 AVENUE                       ,MURRAY STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3785188,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/07/2017,17:10,QUEENS,11354,40.76767,-73.817375,"(40.76767, -73.817375)",149 STREET                      ,34 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3785181,SPORT UTILITY / STATION WAGON,,,,
11/07/2017,17:30,QUEENS,11354,40.771572,-73.81323,"(40.771572, -73.81323)",MURRAY STREET                   ,BAYSIDE AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3785190,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/06/2017,18:00,QUEENS,11354,40.75896,-73.82985,"(40.75896, -73.82985)",MAIN STREET                     ,40 ROAD,,1,0,1,0,0,0,0,0,Unspecified,,,,,3784679,BICYCLE,,,,
11/06/2017,19:30,QUEENS,11354,40.765266,-73.81517,"(40.765266, -73.81517)",150 STREET                      ,NORTHERN BOULEVARD,,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,3784779,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/06/2017,7:05,QUEENS,11354,40.76027,-73.83049,"(40.76027, -73.83049)",MAIN STREET                     ,39 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3784541,SPORT UTILITY / STATION WAGON,,,,
11/06/2017,9:23,QUEENS,11354,40.763447,-73.8153,"(40.763447, -73.8153)",149 PLACE                       ,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3784545,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/05/2017,15:50,QUEENS,11354,,,,Roosevelt Ave                   ,150 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3783609,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/05/2017,15:55,QUEENS,11354,40.75732,-73.834015,"(40.75732, -73.834015)",,,40-28     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3784678,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/05/2017,1:15,QUEENS,11354,,,,32 AVENUE                       ,DOWNING STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3783262,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/04/2017,13:30,QUEENS,11354,40.769302,-73.84119,"(40.769302, -73.84119)",,,130-30    31 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3783271,SPORT UTILITY / STATION WAGON,,,,
11/04/2017,16:00,QUEENS,11354,40.764706,-73.822975,"(40.764706, -73.822975)",,,144-50    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3783255,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/04/2017,19:00,QUEENS,11354,40.75732,-73.834015,"(40.75732, -73.834015)",,,40-24     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3783257,PASSENGER VEHICLE,,,,
11/03/2017,11:45,QUEENS,11354,40.767017,-73.83504,"(40.767017, -73.83504)",,,133-30    32 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3782519,SPORT UTILITY / STATION WAGON,,,,
11/03/2017,18:40,QUEENS,11354,40.764706,-73.811005,"(40.764706, -73.811005)",154 STREET                      ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3782808,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/03/2017,20:45,QUEENS,11354,40.765137,-73.81944,"(40.765137, -73.81944)",147 STREET                      ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3782775,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/03/2017,9:16,QUEENS,11354,40.76152,-73.83293,"(40.76152, -73.83293)",PRINCE STREET                   ,36 ROAD,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,3782736,DS,,,,
11/02/2017,15:50,QUEENS,11354,40.76292,-73.82203,"(40.76292, -73.82203)",,,144-61    38 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,3782079,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
11/02/2017,18:30,QUEENS,11354,40.764706,-73.811005,"(40.764706, -73.811005)",154 STREET                      ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3782084,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/01/2017,13:00,QUEENS,11354,40.77652,-73.824356,"(40.77652, -73.824356)",,,25-03     PARSONS BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3781197,PASSENGER VEHICLE,,,,
11/01/2017,16:10,QUEENS,11354,40.764713,-73.823044,"(40.764713, -73.823044)",,,144-29    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3781495,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/01/2017,17:38,QUEENS,11354,40.76315,-73.81261,"(40.76315, -73.81261)",MURRAY STREET                   ,41 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3781500,PASSENGER VEHICLE,,,,
11/01/2017,20:30,QUEENS,11354,40.7661,-73.8118,"(40.7661, -73.8118)",153 STREET                      ,35 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3781539,SPORT UTILITY / STATION WAGON,,,,
11/01/2017,9:20,QUEENS,11354,40.764347,-73.82595,"(40.764347, -73.82595)",NORTHERN BOULEVARD              ,BOWNE STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3781296,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/2017,10:50,QUEENS,11354,,,,NORTHERN BOULEVARD              ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3780558,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,13:45,QUEENS,11354,40.768993,-73.83364,"(40.768993, -73.83364)",,,31-06     FARRINGTON STREET             ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3780705,DS,SPORT UTILITY / STATION WAGON,,,
10/31/2017,15:30,QUEENS,11354,40.759193,-73.83124,"(40.759193, -73.83124)",,,135-25    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Speed,,,,3780878,TAXI,SPORT UTILITY / STATION WAGON,,,
10/31/2017,16:45,QUEENS,11354,40.76544,-73.82723,"(40.76544, -73.82723)",,,139-25    35 AVENUE                     ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3780719,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/2017,18:35,QUEENS,11354,40.759785,-73.82925,"(40.759785, -73.82925)",,,136-20    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3780875,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,22:39,QUEENS,11354,40.76055,-73.82623,"(40.76055, -73.82623)",,,142-05    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780877,PASSENGER VEHICLE,,,,
10/31/2017,8:14,QUEENS,11354,40.76536,-73.82787,"(40.76536, -73.82787)",35 AVENUE                       ,UNION STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780475,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/30/2017,13:10,QUEENS,11354,40.771584,-73.81199,"(40.771584, -73.81199)",152 STREET                      ,BAYSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780105,PICK-UP TRUCK,,,,
10/30/2017,13:45,QUEENS,11354,40.762974,-73.825325,"(40.762974, -73.825325)",37 AVENUE                       ,BOWNE STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3780384,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/30/2017,19:20,QUEENS,11354,40.765266,-73.81517,"(40.765266, -73.81517)",NORTHERN BOULEVARD              ,150 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3780020,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/30/2017,20:30,QUEENS,11354,40.775665,-73.84537,"(40.775665, -73.84537)",123 STREET                      ,25 ROAD,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3780147,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/30/2017,5:58,QUEENS,11354,40.77279,-73.837135,"(40.77279, -73.837135)",28 AVENUE                       ,ULMER STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3780193,DS,,,,
10/30/2017,8:58,QUEENS,11354,40.771572,-73.81323,"(40.771572, -73.81323)",BAYSIDE AVENUE                  ,MURRAY STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3779833,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/29/2017,0:00,QUEENS,11354,40.761375,-73.822975,"(40.761375, -73.822975)",,,143-56    ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3778603,PASSENGER VEHICLE,,,,
10/29/2017,15:49,QUEENS,11354,40.765057,-73.81293,"(40.765057, -73.81293)",NORTHERN BOULEVARD              ,MURRAY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3778968,SPORT UTILITY / STATION WAGON,,,,
10/29/2017,16:00,QUEENS,11354,40.75732,-73.834015,"(40.75732, -73.834015)",,,40-24     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Unspecified,,,,,3778748,PASSENGER VEHICLE,,,,
10/28/2017,12:15,QUEENS,11354,40.763958,-73.82814,"(40.763958, -73.82814)",NORTHERN BOULEVARD              ,UNION STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3778263,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/28/2017,20:10,QUEENS,11354,40.760994,-73.82443,"(40.760994, -73.82443)",ROOSEVELT AVENUE                ,BOWNE STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3778597,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/27/2017,0:00,QUEENS,11354,40.768883,-73.841286,"(40.768883, -73.841286)",,,31-22     COLLEGE POINT BOULEVARD       ,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,,,,,3778191,DS,,,,
